domain	intent	pattern	bio
Spotify	ShowDencability	czy ta piosenka jest taneczna	o o o o o
Spotify	ShowDencability	czy ten utwór jest taneczny	o o o o o
Translate	SetDefaultLanguage	ustaw język na włoski	o o o b-all_lang
Translate	SetDefaultLanguage	ustaw język tłumaczenia na francuski	o o o o b-all_lang
Translate	SetDefaultLanguage	ustaw język wyjściowy na angielski	o o o o b-all_lang
Translate	SetDefaultLanguage	ustaw domyślny język na japoński	o o o o b-all_lang
Translate	SetDefaultLanguage	ustaw domyślny język tłumaczenia na rosyjski	o o o o o b-all_lang
Translate	SetDefaultLanguage	zmień język tłumaczenia na polski	o o o o b-all_lang
Translate	SetDefaultLanguage	zmień język wyjściowy na niemiecki	o o o o b-all_lang
Translate	SetDefaultLanguage	zmień domyślny język na hiszpański	o o o o b-all_lang
Translate	SetDefaultLanguage	zmień domyślny język tłumaczenia na tajski	o o o o o b-all_lang
Translate	SetDefaultLanguage	zmień domyślny język wyjściowy na czeski	o o o o o b-all_lang
Translate	SetDefaultLanguageToLanguage	ustaw język wprowadzania na fiński	o o o o b-all_lang
Translate	SetDefaultLanguageToLanguage	ustaw język źródłowy na esperanto	o o o o b-all_lang
Translate	SetDefaultLanguageToLanguage	ustaw domyślny język wprowadzania na turecki	o o o o o b-all_lang
Translate	SetDefaultLanguageToLanguage	zmień język źródłowy na grecki	o o o o b-all_lang
Translate	SetDefaultLanguageToLanguage	zmień domyślny język wprowadzania na mongolski	o o o o o b-all_lang
Translate	SetDefaultLanguageToLanguage	zmień domyślny język źródłowy na hawajski	o o o o o b-all_lang
Translate	TranslateText	tłumaczenie i need a pen	o b-text i-text i-text i-text
Translate	TranslateText	jakie jest tłumaczenie ho perso la mia borsa	o o o b-text i-text i-text i-text i-text
Translate	TranslateText	tłumaczyć tarde	o b-text
Translate	TranslateText	tłumaczenie juli	o b-text
Translate	TranslateText	tłumaczenie necesito una tarjeta postal	o b-text i-text i-text i-text
Translate	TranslateText	jak powiedzieć dreiundzwanzig	o o b-text
Translate	TranslateText	jak tłumaczyć ofrece mapas de carreteras	o o b-text i-text i-text i-text
Translate	TranslateText	jak tłumaczysz czy moge dostać trochę soli	o o b-text i-text i-text i-text i-text
Translate	TranslateTextToLanguage	tłumaczenie see note in previous section na niemiecki	o b-text i-text i-text i-text i-text o b-trg_lang
Translate	TranslateTextToLanguage	jakie jest tłumaczenie du saumon na angielski	o o o b-text i-text o b-trg_lang
Translate	TranslateTextToLanguage	tłumaczenie i'm finished na hiszpański	o b-text i-text o b-trg_lang
Translate	TranslateTextToLanguage	przetłumacz gibt es eine spezialität aus dieser gegend na francuski	o b-text i-text i-text i-text i-text i-text i-text o b-trg_lang
Translate	TranslateTextToLanguage	przetłumacz wózek na polski	o b-text o b-trg_lang
Translate	TranslateTextToLanguage	tłumaczenie parówką kiełbasą na niemiecki	o b-text i-text o b-trg_lang
Translate	TranslateTextToLanguage	tłumaczenie blue na hiszpański	o b-text o b-trg_lang
Translate	TranslateTextToLanguage	tłumaczenie potete farlo leggero per favore na tajski	o b-text i-text i-text i-text i-text o b-trg_lang
Translate	TranslateTextToLanguage	przetłumacz na czeski dwa	o o b-trg_lang b-text
Translate	TranslateTextToLanguage	can i use your mobile w fiński	b-text i-text i-text i-text i-text o b-trg_lang
Translate	TranslateTextToLanguage	ser przetłumaczony na włoski	b-text o o b-trg_lang
Translate	TranslateTextToLanguage	ho bisogno di libri in inglese przetłumaczone na polski	b-text i-text i-text i-text i-text i-text o o b-trg_lang
Translate	TranslateTextToLanguage	jak powiedzieć pranzo a prezzo fisso w niemiecki	o o b-text i-text i-text i-text o b-trg_lang
Translate	TranslateTextToLanguage	jak tłumaczyć adónde me llevas w angielski	o o b-text i-text i-text o b-trg_lang
Translate	TranslateTextToLanguage	jak tłumaczysz a las dos de la tarde w hiszpański	o o b-text i-text i-text i-text i-text i-text o b-trg_lang
Translate	TranslateTextToLanguage	powiedz w francuski bitte	o o b-trg_lang b-text
Translate	TranslateTextFromLanguageToLanguage	przetłumacz kaffee z niemieckiego na polski	o b-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	przetłumacz montag z angielskiego na niemiecki	o b-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	przetłumacz agua tónica z hiszpańskiego na hiszpański	o b-text i-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	przetłumacz ich möchte die spaghetti ohne käse z francuskiego na tajski	o b-text i-text i-text i-text i-text i-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	przetłumacz nie mówię po polsku na czeski z włoskiego	o b-text i-text i-text i-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	przetłumacz treize heures na fiński z francuskiego	o b-text i-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	przetłumacz nie stać mnie na włoski z angielskiego	o b-text i-text i-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	przetłumacz posso prima vedere la stanza na polski z japońskiego	o b-text i-text i-text i-text i-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	przetłumacz another round please na niemiecki z rosyjskiego	o b-text i-text i-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	przetłumacz stop thief z włoskiego na angielski	o b-text i-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	przetłumacz economico z polskiego na hiszpański	o b-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	przetłumacz gdzie jest z niemieckiego na francuski	o b-text i-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	przetłumacz potrzebuję szczoteczkę do zębów z angielskiego na polski	o b-text i-text i-text i-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	przetłumacz dix-huit heures na niemiecki z hiszpańskiego	o b-text i-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	przetłumacz ho una domanda na hiszpański z francuskiego	o b-text i-text i-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	przetłumacz bettlaken na tajski z włoskiego	o b-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	przetłumacz le tredici na czeski z francuskiego	o b-text i-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	przetłumacz months na fiński z angielskiego	o b-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	przetłumacz dónde puedo conseguir el dinero para cambiar z japońskiego na włoski	o b-text i-text i-text i-text i-text i-text i-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	przetłumacz furgón z rosyjskiego na polski	o b-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	przetłumacz briefmarken z włoskiego na niemiecki	o b-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	przetłumacz ho bisogno di un medico z polskiego na angielski	o b-text i-text i-text i-text i-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	przetłumacz w dół na hiszpański z niemieckiego	o b-text i-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	przetłumacz je ne comprends pas na francuski z angielskiego	o b-text i-text i-text i-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	przetłumacz marrón na polski z hiszpańskiego	o b-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	przetłumacz enchantée na niemiecki z francuskiego	o b-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	przetłumacz i lost my bag na hiszpański z włoskiego	o b-text i-text i-text i-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	przetłumacz buon pomeriggio z francuskiego na tajski	o b-text i-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	przetłumacz do you have anything quieter z angielskiego na czeski	o b-text i-text i-text i-text i-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	przetłumacz wodka z japońskiego na fiński	o b-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	przetłumacz prima z rosyjskiego na włoski	o b-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	przetłumacz whiskey na polski z włoskiego	o b-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	przetłumacz gris na niemiecki z polskiego	o b-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	przetłumacz marrone na angielski z niemieckiego	o b-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	przetłumacz mezzogiorno na hiszpański z angielskiego	o b-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	przetłumacz c'était délicieux na francuski z hiszpańskiego	o b-text i-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	przetłumacz non z francuskiego na polski	o b-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	przetłumacz le soir z włoskiego na niemiecki	o b-text i-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	przetłumacz ottanta z francuskiego na hiszpański	o b-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	przetłumacz bicicleta z angielskiego na tajski	o b-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	przetłumacz jaskinia na czeski z japońskiego	o b-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	przetłumacz quelle heure est-il na fiński z rosyjskiego	o b-text i-text i-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	przetłumacz policja na włoski z włoskiego	o b-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	przetłumacz perdí mi bolso na polski z polskiego	o b-text i-text i-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	przetłumacz è stato un malinteso na niemiecki z niemieckiego	o b-text i-text i-text i-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	przetłumacz green z angielskiego na angielski	o b-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	przetłumacz aspetta z hiszpańskiego na hiszpański	o b-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	przetłumacz primavera z francuskiego na francuski	o b-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	przetłumacz arrivederci z włoskiego na polski	o b-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	przetłumacz dónde está el área para el reclamo de equipaje na niemiecki z francuskiego	o b-text i-text i-text i-text i-text i-text i-text i-text i-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	przetłumacz puedo mirror la carta por favor na hiszpański z angielskiego	o b-text i-text i-text i-text i-text i-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	przetłumacz ho bisogno di una cartolina na tajski z japońskiego	o b-text i-text i-text i-text i-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	przetłumacz today na czeski z rosyjskiego	o b-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	przetłumacz samochód na fiński z włoskiego	o b-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	tłumaczenie non son interessato z polskiego na włoski	o b-text i-text i-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	tłumaczenie piątek z niemieckiego na polski	o b-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	tłumaczenie lassen sie mich in ruhe z angielskiego na niemiecki	o b-text i-text i-text i-text i-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	tłumaczenie zatrzymać złodzieja z hiszpańskiego na angielski	o b-text i-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	tłumaczenie vendredi z francuskiego na hiszpański	o b-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	tłumaczenie dónde está un cajero automático na francuski z włoskiego	o b-text i-text i-text i-text i-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	tłumaczenie potrzebuję pastę do zębów na polski z francuskiego	o b-text i-text i-text i-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	tłumaczenie come arrivare a na niemiecki z angielskiego	o b-text i-text i-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	tłumaczenie oggi na hiszpański z japońskiego	o b-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	tłumaczenie la cena z rosyjskiego na tajski	o b-text i-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	tłumaczenie benzina z włoskiego na czeski	o b-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	tłumaczenie cześć z polskiego na fiński	o b-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	tłumaczenie pourrais-je avoir un sac z niemieckiego na włoski	o b-text i-text i-text i-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	tłumaczenie pociąg z angielskiego na polski	o b-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	tłumaczenie j'ai besoin d'un médecin na niemiecki z hiszpańskiego	o b-text i-text i-text i-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	tłumaczenie do you have any bar snacks na angielski z francuskiego	o b-text i-text i-text i-text i-text i-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	tłumaczenie orange juice na hiszpański z włoskiego	o b-text i-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	tłumaczenie aidez-moi s'il vous plaît na francuski z francuskiego	o b-text i-text i-text i-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	tłumaczenie necesito papel para escribir z angielskiego na polski	o b-text i-text i-text i-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	tłumaczenie l'acqua z japońskiego na niemiecki	o b-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	tłumaczenie où puis-je changer un traveler's chèque z rosyjskiego na hiszpański	o b-text i-text i-text i-text i-text i-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	tłumaczenie végétarien z włoskiego na tajski	o b-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	tłumaczenie des fruits de mer z polskiego na czeski	o b-text i-text i-text i-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	tłumaczenie la habitación viene con na fiński z niemieckiego	o b-text i-text i-text i-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	tłumaczenie jeszcze raz proszę na włoski z angielskiego	o b-text i-text i-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	tłumaczenie i need postage stamps na polski z hiszpańskiego	o b-text i-text i-text i-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	tłumaczenie red na niemiecki z francuskiego	o b-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	tłumaczenie ich habe meine tasche verloren na angielski z włoskiego	o b-text i-text i-text i-text i-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	tłumaczenie orange z francuskiego na hiszpański	o b-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	tłumaczenie accettate sterline inglesi z angielskiego na francuski	o b-text i-text i-text o b-src_lang o b-trg_lang
